Model,MSS,Image,AUC,NSS,IG,LL
uniform,1,cmp_shelves_018_remote_002.jpg,0.5,0.0,0.2089837332648055,0.0
uniform,1,cmp_shelves_030_book_003.jpg,0.5,0.0,0.7105529956004889,0.0
uniform,1,cmp_shelves_035_book_008.jpg,0.5,0.0,0.7479692094755871,0.0
uniform,1,cmp_shelves_040_book_013.jpg,0.5,0.0,0.6448820736727543,0.0
uniform,1,cmp_shelves_046_toys_005.jpg,0.5,0.0,0.297616407825658,0.0
uniform,1,cmp_shelves_054_toys_013.jpg,0.5,0.0,0.026989328966145337,0.0
uniform,1,cmp_shelves_059_toys_018.jpg,0.5,0.0,0.3921821971647981,0.0
uniform,1,cmp_shelves_075_toys_034.jpg,0.5,0.0,0.5064280822492586,0.0
uniform,1,cmp_shelves_081_knife_004.jpg,0.5,0.0,-0.9608259224078239,0.0
uniform,1,cmp_shelves_089_vase_008.jpg,0.5,0.0,1.1510879623648027,0.0
uniform,1,cmp_shelves_096_teddybear_009.jpg,0.5,0.0,0.6112961959204866,0.0
uniform,1,cmp_shelves_103_teddybear_016.jpg,0.5,0.0,-1.3773671495742403,0.0
uniform,1,cmp_shelves_108_teddybear_021.jpg,0.5,0.0,1.1120574290184118,0.0
uniform,1,cmp_shelves_109_teddybear_022.jpg,0.5,0.0,-0.022453944556658025,0.0
uniform,1,cmp_shelves_111_pottedplant_002.jpg,0.5,0.0,0.8944031329529903,0.0
uniform,1,cmp_sky_001_kite_001.jpg,0.5,0.0,1.0605103284250106,0.0
uniform,1,cmp_snow_001_person_001.jpg,0.5,0.0,1.5367922216605958,0.0
uniform,1,cmp_yard_005_animal_003.jpg,0.5,0.0,1.1568039879239813,0.0
uniform,2,cmp_beach_002_person_002.jpg,0.5,0.0,-0.6260225763441417,0.0
uniform,2,cmp_building_003_person_001.jpg,0.5,0.0,0.12850163341745555,0.0
uniform,2,cmp_building_010_cat_002.jpg,0.5,0.0,0.8489118708126392,0.0
